date,county,state,fips,cases,deaths
2020-03-25,Madison,New York,36053.0,7,0
2020-03-25,Monroe,New York,36055.0,118,0
2020-03-25,Montgomery,New York,36057.0,4,0
2020-03-25,Nassau,New York,36059.0,3285,17
2020-03-25,New York City,New York,,20011,280
2020-03-25,Niagara,New York,36063.0,12,0
2020-03-25,Oneida,New York,36065.0,9,0
2020-03-25,Onondaga,New York,36067.0,65,0
2020-03-25,Ontario,New York,36069.0,9,0
2020-03-25,Orange,New York,36071.0,638,0
2020-03-25,Orleans,New York,36073.0,2,0
2020-03-25,Oswego,New York,36075.0,2,0
2020-03-25,Otsego,New York,36077.0,2,0
2020-03-25,Putnam,New York,36079.0,84,0
2020-03-25,Rensselaer,New York,36083.0,31,0
2020-03-25,Rockland,New York,36087.0,1069,7
2020-03-25,Saratoga,New York,36091.0,64,0
2020-03-25,Schenectady,New York,36093.0,55,0
2020-03-25,Schoharie,New York,36095.0,2,0
2020-03-25,St. Lawrence,New York,36089.0,1,0
2020-03-25,Steuben,New York,36101.0,8,0
2020-03-25,Suffolk,New York,36103.0,2260,20
2020-03-25,Sullivan,New York,36105.0,39,0
2020-03-25,Tioga,New York,36107.0,1,0
2020-03-25,Tompkins,New York,36109.0,16,0
2020-03-25,Ulster,New York,36111.0,65,0
2020-03-25,Warren,New York,36113.0,2,0
2020-03-25,Washington,New York,36115.0,4,0
2020-03-25,Wayne,New York,36117.0,7,0
2020-03-25,Westchester,New York,36119.0,4691,6
2020-03-25,Wyoming,New York,36121.0,4,0
2020-03-26,Albany,New York,36001.0,171,0
2020-03-26,Allegany,New York,36003.0,2,0
2020-03-26,Broome,New York,36007.0,16,2
2020-03-26,Cayuga,New York,36011.0,2,0
2020-03-26,Chautauqua,New York,36013.0,1,0
2020-03-26,Chemung,New York,36015.0,7,0
2020-03-26,Chenango,New York,36017.0,3,0
2020-03-26,Clinton,New York,36019.0,11,0
2020-03-26,Columbia,New York,36021.0,13,0
2020-03-26,Cortland,New York,36023.0,2,0
2020-03-26,Delaware,New York,36025.0,7,0
2020-03-26,Dutchess,New York,36027.0,190,2
2020-03-26,Erie,New York,36029.0,134,2
2020-03-26,Essex,New York,36031.0,4,0
2020-03-26,Franklin,New York,36033.0,1,0
2020-03-26,Fulton,New York,36035.0,1,0
2020-03-26,Genesee,New York,36037.0,4,0
2020-03-26,Greene,New York,36039.0,5,0
2020-03-26,Hamilton,New York,36041.0,2,0
2020-03-26,Herkimer,New York,36043.0,7,0
2020-03-26,Jefferson,New York,36045.0,3,0
2020-03-26,Livingston,New York,36051.0,3,0
2020-03-26,Madison,New York,36053.0,9,0
2020-03-26,Monroe,New York,36055.0,139,3
2020-03-26,Montgomery,New York,36057.0,5,0
2020-03-26,Nassau,New York,36059.0,3914,19
2020-03-26,New York City,New York,,23112,365
2020-03-26,Niagara,New York,36063.0,14,0
2020-03-26,Oneida,New York,36065.0,13,0
2020-03-26,Onondaga,New York,36067.0,83,0
2020-03-26,Ontario,New York,36069.0,11,0
2020-03-26,Orange,New York,36071.0,751,2
2020-03-26,Orleans,New York,36073.0,2,0
2020-03-26,Oswego,New York,36075.0,4,0
2020-03-26,Otsego,New York,36077.0,3,0
2020-03-26,Putnam,New York,36079.0,94,0
2020-03-26,Rensselaer,New York,36083.0,32,0
2020-03-26,Rockland,New York,36087.0,1197,7
2020-03-26,Saratoga,New York,36091.0,73,0
2020-03-26,Schenectady,New York,36093.0,62,0
2020-03-26,Schoharie,New York,36095.0,2,0
2020-03-26,St. Lawrence,New York,36089.0,2,0
2020-03-26,Steuben,New York,36101.0,11,0
2020-03-26,Suffolk,New York,36103.0,2735,22
2020-03-26,Sullivan,New York,36105.0,53,0
2020-03-26,Tioga,New York,36107.0,2,0
2020-03-26,Tompkins,New York,36109.0,22,0
2020-03-26,Ulster,New York,36111.0,89,0
2020-03-26,Warren,New York,36113.0,2,0
2020-03-26,Washington,New York,36115.0,4,0
2020-03-26,Wayne,New York,36117.0,8,0
2020-03-26,Westchester,New York,36119.0,5944,8
2020-03-26,Wyoming,New York,36121.0,7,0
